"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"20.10.2025","94,122","94,670","95,049","94,093","","-0,49%"
"17.10.2025","94,581","93,512","95,493","93,484","","1,14%"
"16.10.2025","93,512","91,608","94,456","91,181","","2,08%"
"15.10.2025","91,608","92,272","92,779","91,016","","-0,72%"
"14.10.2025","92,272","93,895","94,077","91,160","","-1,72%"
"13.10.2025","93,887","94,848","94,918","92,918","","-1,01%"
"10.10.2025","94,848","93,875","95,510","93,806","","1,04%"
"09.10.2025","93,875","94,776","95,288","93,692","","-0,95%"
"08.10.2025","94,776","95,650","95,944","94,082","","-0,94%"
"07.10.2025","95,675","97,214","97,251","93,858","","-1,56%"
"06.10.2025","97,193","96,582","97,439","96,274","","0,63%"
"03.10.2025","96,582","96,711","97,006","95,079","","-0,14%"
"02.10.2025","96,716","96,764","96,876","94,782","","-0,06%"
"01.10.2025","96,773","97,271","97,370","95,122","","-0,52%"
"30.09.2025","97,275","97,418","97,756","96,606","","-0,15%"
"29.09.2025","97,418","97,565","98,042","96,799","","-0,15%"
"26.09.2025","97,565","97,940","98,383","97,323","","-0,38%"
"25.09.2025","97,940","98,310","98,503","97,764","","-0,38%"
"24.09.2025","98,310","98,833","98,874","97,982","","-0,53%"
"23.09.2025","98,837","98,698","98,910","98,125","","0,13%"
"22.09.2025","98,707","98,075","99,057","97,912","","0,64%"
"19.09.2025","98,075","98,131","98,876","97,652","","-0,06%"
"18.09.2025","98,131","99,225","99,368","97,626","","-1,11%"
"17.09.2025","99,229","98,738","100,124","97,869","","0,50%"
"16.09.2025","98,738","97,641","98,833","96,909","","1,15%"
"15.09.2025","97,616","98,566","98,599","96,791","","-0,96%"
"12.09.2025","98,566","99,148","100,079","96,797","","-0,59%"
"11.09.2025","99,148","98,823","100,446","98,797","","0,33%"
"10.09.2025","98,823","98,000","99,769","97,837","","0,84%"
"09.09.2025","97,996","97,015","98,515","96,982","","1,00%"
"08.09.2025","97,024","95,217","97,290","95,079","","1,90%"
"05.09.2025","95,217","94,702","95,613","94,682","","0,54%"
"04.09.2025","94,702","94,454","94,925","93,919","","0,26%"
"03.09.2025","94,458","93,760","94,523","93,541","","0,74%"
"02.09.2025","93,768","94,361","94,426","93,547","","-0,63%"
"01.09.2025","94,361","93,371","94,948","93,363","","1,06%"
"29.08.2025","93,371","93,822","94,199","93,268","","-0,48%"
"28.08.2025","93,822","93,515","94,048","93,064","","0,33%"
"27.08.2025","93,515","93,726","94,064","92,828","","-0,22%"
"26.08.2025","93,718","93,769","94,104","92,999","","-0,05%"
"25.08.2025","93,761","94,376","94,671","93,628","","-0,65%"
"22.08.2025","94,376","93,515","94,594","92,977","","0,93%"
"21.08.2025","93,511","93,807","93,839","93,102","","-0,30%"
"20.08.2025","93,795","94,075","94,127","93,224","","-0,31%"
"19.08.2025","94,083","93,591","94,329","93,411","","0,53%"
"18.08.2025","93,587","93,727","94,068","93,460","","-0,18%"
"15.08.2025","93,759","92,901","93,900","92,873","","0,93%"
"14.08.2025","92,893","93,000","93,443","92,597","","-0,12%"
"13.08.2025","93,004","92,754","93,701","92,702","","0,28%"
"12.08.2025","92,746","92,343","93,243","92,300","","0,44%"
"11.08.2025","92,343","93,132","93,412","92,208","","-0,83%"
"08.08.2025","93,120","92,449","93,401","92,247","","0,73%"
"07.08.2025","92,449","93,276","93,544","91,955","","-0,89%"
"06.08.2025","93,276","92,584","93,454","92,512","","0,73%"
"05.08.2025","92,604","92,366","92,799","92,061","","0,26%"
"04.08.2025","92,366","92,628","92,776","91,969","","-0,34%"
"01.08.2025","92,684","92,576","93,585","91,135","","0,11%"
"31.07.2025","92,580","92,380","93,379","91,140","","0,20%"
"30.07.2025","92,396","93,646","95,077","92,268","","-1,33%"
"29.07.2025","93,638","94,281","95,444","93,480","","-0,68%"
"28.07.2025","94,277","93,291","94,469","92,703","","1,11%"
"25.07.2025","93,243","93,107","94,080","92,817","","0,15%"
"24.07.2025","93,107","92,293","93,518","92,092","","0,88%"
"23.07.2025","92,293","92,269","92,328","91,729","","0,02%"
"22.07.2025","92,273","91,459","92,324","91,131","","0,89%"
"21.07.2025","91,459","91,516","91,668","90,947","","-0,05%"
"18.07.2025","91,508","90,503","91,874","90,468","","1,11%"
"17.07.2025","90,507","91,219","91,239","90,199","","-0,73%"
"16.07.2025","91,172","90,567","91,854","90,496","","0,66%"
"15.07.2025","90,575","91,119","91,420","90,505","","-0,58%"
"14.07.2025","91,100","90,882","91,972","90,761","","-0,04%"
"11.07.2025","91,135","90,741","91,326","90,517","","0,44%"
"10.07.2025","90,737","91,580","91,838","90,602","","-0,95%"
"09.07.2025","91,611","92,045","92,081","91,365","","-0,47%"
"08.07.2025","92,041","92,154","92,476","91,328","","-0,11%"
"07.07.2025","92,146","92,756","92,854","91,977","","-0,66%"
"04.07.2025","92,760","92,969","93,459","91,822","","-0,22%"
"03.07.2025","92,965","93,120","93,356","92,115","","-0,17%"
"02.07.2025","93,120","92,681","93,159","92,312","","0,47%"
"01.07.2025","92,681","92,174","92,830","92,081","","0,55%"
"30.06.2025","92,178","91,959","92,376","91,576","","0,19%"
"27.06.2025","92,002","92,106","92,406","91,141","","-0,15%"
"26.06.2025","92,141","91,232","92,456","91,193","","0,99%"
"25.06.2025","91,236","90,989","91,486","90,450","","0,27%"
"24.06.2025","90,989","90,879","91,515","90,615","","0,12%"
"23.06.2025","90,879","90,122","90,919","89,483","","0,47%"
"20.06.2025","90,452","90,092","90,620","89,782","","0,40%"
"19.06.2025","90,092","90,146","90,193","89,333","","-0,04%"
"18.06.2025","90,126","90,122","91,064","89,894","","0,00%"
"17.06.2025","90,122","90,946","91,328","90,075","","-0,86%"
"16.06.2025","90,906","91,906","92,081","90,684","","-1,28%"
"13.06.2025","92,085","92,656","92,920","91,228","","-0,64%"
"12.06.2025","92,680","91,361","93,069","91,043","","1,48%"
"11.06.2025","91,326","89,673","91,421","89,157","","1,86%"
"10.06.2025","89,658","90,226","90,344","89,390","","-0,64%"
"09.06.2025","90,234","89,885","90,572","89,644","","0,43%"
"06.06.2025","89,850","88,409","90,983","88,059","","1,63%"
"05.06.2025","88,413","90,484","91,303","88,304","","-2,29%"
"04.06.2025","90,484","89,806","90,626","89,123","","0,76%"
"03.06.2025","89,803","90,670","90,785","89,342","","-0,96%"
"02.06.2025","90,678","87,908","90,851","87,904","","3,11%"
