TRADEDATE,MCFTR,RUGBITR3Y,RUGBITR10Y,GLDRUB_TOM
2015-01-31,0.10520998034867354,0.5228640998081168,0.13665713042737296,0.23526878941583673
2015-02-28,0.11327114854011303,0.5432898891637333,0.1445038425990227,0.198935119697131
2015-03-31,0.103347368365929,0.558556706365659,0.15081832662955041,0.18727759863886168
2015-04-30,0.10565900237507264,0.5658647609646611,0.16419295579286694,0.16428328086739938
2015-05-31,0.10075691019287121,0.5688069662485562,0.16495082677050013,0.16548529678807253
2015-06-30,0.1012052169418559,0.568871888596887,0.16228303019819834,0.16763986426305877
2015-07-31,0.10333696473520661,0.5696736356999738,0.16324258855637386,0.16374681100844582
2015-08-31,0.10640274381678366,0.5564705487187803,0.14982663797261203,0.18730006949182385
2015-09-30,0.10115893399030071,0.5571675187142145,0.15492721641197055,0.18674633088351433
2015-10-31,0.10292723416377689,0.5524587319283635,0.16195605049527495,0.18265798341258457
2015-11-30,0.10937850169159788,0.5537130110989232,0.16622457839989557,0.17068390880958328
2015-12-31,0.1042692282223219,0.5463152178039974,0.16478385474368373,0.1846316992299971
2016-01-31,0.10394529414303566,0.5403825469103437,0.1575903143838242,0.19808184456279643
2016-02-29,0.10305021413790165,0.5307944735621041,0.1537965285500432,0.2123587837499511
2016-03-31,0.10731740145920646,0.5384759790060861,0.16156953409196922,0.19263708544273805
2016-04-30,0.11147896818733656,0.536701971458462,0.16338809030791496,0.1884309700462866
2016-05-31,0.10930851120000987,0.5400576215839454,0.16626100473330216,0.18437286248274268
2016-06-30,0.10693381980478885,0.5329622666935924,0.16892734520315522,0.1911765682984635
2016-07-31,0.11060989839290306,0.5270686830386188,0.1649196868339254,0.19740173173455283
2016-08-31,0.11323602403977857,0.5309725653745756,0.16443425605673764,0.19135715452890809
2016-09-30,0.1134920350021077,0.5354960510515879,0.16557429255078862,0.1854376213955158
2016-10-31,0.11481958248169362,0.5417828633186368,0.16398402473249463,0.179413529467175
2016-11-30,0.12163239960023482,0.5429303295187928,0.16166038319513143,0.1737768876858408
2016-12-31,0.12921309400337969,0.5482494281178917,0.16687804247798005,0.1556594354007485
2017-01-31,0.12694425181440144,0.5465126652215431,0.16814588147444426,0.15839720148961123
2017-02-28,0.1175700524724855,0.5515520875057633,0.16942818356631534,0.16144967645543587
2017-03-31,0.114983445440195,0.5553708357349947,0.17394619610014272,0.15569952272466758
2017-04-30,0.11450609574323777,0.5527087066236912,0.17511786832997028,0.1576673293031006
2017-05-31,0.10844901554449408,0.5576413936281003,0.17665637183724486,0.15725321899016087
2017-06-30,0.10757252410277267,0.5575339861359153,0.1751668711436606,0.1597266186176514
2017-07-31,0.11120479186104608,0.55360957271527,0.17394523650066906,0.16124039892301487
2017-08-31,0.1153025963899067,0.5507328363596139,0.17306015248922996,0.16090441476124936
2017-09-30,0.11761379010920511,0.5516355061703281,0.17437279931267669,0.1563779044077901
2017-10-31,0.1173860108768586,0.553981672992687,0.17488426348935204,0.15374805264110247
2017-11-30,0.11774076343408663,0.5527264684337085,0.17400642108868167,0.15552634704352308
2017-12-31,0.11816493915756172,0.5553560465943203,0.17461245291313718,0.15186656133498075
2018-01-31,0.12566860719873754,0.5477248504446932,0.1753002366574477,0.15130630569912162
2018-02-28,0.12507846409463172,0.5496594266888495,0.17739887759544481,0.1478632316210739
2018-03-31,0.12283423204797347,0.5497333739519167,0.17742087329770154,0.15001152070240834
2018-04-30,0.12274906343790289,0.5433926449789607,0.17321049843602504,0.1606477931471114
2018-05-31,0.12333239678373717,0.5451942439287257,0.17358020546187564,0.1578931538256614
2018-06-30,0.12540672287202548,0.5475241206932385,0.17208402680500676,0.15498512962972916
2018-07-31,0.12945414497257965,0.5486277281060999,0.17239076567784345,0.149527361243477
2018-08-31,0.13106044032685507,0.544769814934529,0.1638437352981961,0.16032600944041983
2018-09-30,0.13797437247581007,0.5459263499775763,0.16503571222635266,0.15106356532026097
2018-10-31,0.1320636507544121,0.5466009463589503,0.16523314811377296,0.15610225477286477
2018-11-30,0.1332622702566538,0.5463082134637953,0.16397146685877928,0.15645804942077152
2018-12-31,0.12976926544990833,0.5391374406489131,0.16198813950191285,0.16910515439926574
2019-01-31,0.1364469386599259,0.5365618343857999,0.16634414234389927,0.16064708461037497
2019-02-28,0.13430953887135258,0.5390579326638845,0.16501756628680136,0.16161496217796156
2019-03-31,0.13483864861119121,0.5420091747109771,0.16671283688526964,0.15643933979256208
2019-04-30,0.13723177550517673,0.5429768821335514,0.1679951338505496,0.15179620851072223
2019-05-31,0.14106287654522076,0.5389003873177102,0.1686946234215354,0.15134211271553377
2019-06-30,0.14485456784896825,0.5295626042178563,0.17018833490100402,0.1553944930321714
2019-07-31,0.14518959518083616,0.5279792853665178,0.16998839757152634,0.15684272188111953
2019-08-31,0.14141358566481607,0.5184153686589544,0.16850617980738844,0.17166486586884108
2019-09-30,0.14374638209830753,0.5231710492505827,0.170584789009772,0.16249777964133785
2019-10-31,0.14788443741250382,0.5206285619706704,0.17387632566809738,0.15761067494872838
2019-11-30,0.14924834999218758,0.5230147495264448,0.1748938759851087,0.15284302449625892
2019-12-31,0.15451751814444564,0.5193941430370999,0.17417638598582455,0.15191195283262998
2020-01-31,0.15327152051109819,0.5144103472598629,0.17352942592284185,0.15878870630619715
2020-02-29,0.13906347607966715,0.5146748879477512,0.17163824150097998,0.1746233944716017
2020-03-31,0.1237300766208057,0.5063078601175053,0.16741366217647385,0.20254840108521524
2020-04-30,0.12811789746902458,0.5071630795420491,0.17302789542033828,0.19169112756858808
2020-05-31,0.13129434308402624,0.5079683210912257,0.177452034362872,0.18328530146187597
2020-06-30,0.1313259084755316,0.507619697527776,0.173845525409701,0.18720886858699134
2020-07-31,0.13677276939402863,0.4890961395306843,0.16710175641249578,0.2070293346627913
2020-08-31,0.1393647172470328,0.48769867718566356,0.16500167798117985,0.20793492758612378
2020-09-30,0.1355501238159043,0.4866974263867408,0.16364257238716454,0.21410987741019044
